text,label
bus service budget was approved,neutral
Routine check-up for bus service is ongoing,neutral
bus service assessment was completed,neutral
The bus service have been documented,neutral
The team evaluated the bus service,neutral
bus service were monitored this week,neutral
bus service data was collected,neutral
No major update regarding bus service,neutral
Maintenance request for bus service was filed,neutral
bus service status report was reviewed,neutral
A committee inspected the bus service,neutral
bus service performance was analyzed,neutral
The department reviewed the bus service,neutral
bus service records were updated,neutral
General inspection of bus service was done,neutral
The bus service have no new issues reported,neutral
The footpaths were inspected yesterday,neutral
footpaths are scheduled for review,neutral
footpaths maintenance is planned,neutral
Survey about footpaths was conducted,neutral
The footpaths are being evaluated,neutral
footpaths were discussed in the meeting,neutral
Report on footpaths was submitted,neutral
footpaths are under review,neutral
The footpaths were checked today,neutral
footpaths inspection is ongoing,neutral
Meeting about footpaths was scheduled,neutral
footpaths budget was approved,neutral
Routine check-up for footpaths is ongoing,neutral
footpaths assessment was completed,neutral
The footpaths have been documented,neutral
The team evaluated the footpaths,neutral
footpaths were monitored this week,neutral
footpaths data was collected,neutral
No major update regarding footpaths,neutral
Maintenance request for footpaths was filed,neutral
footpaths status report was reviewed,neutral
A committee inspected the footpaths,neutral
footpaths performance was analyzed,neutral
The department reviewed the footpaths,neutral
footpaths records were updated,neutral
General inspection of footpaths was done,neutral
The footpaths have no new issues reported,neutral
The traffic signals were inspected yesterday,neutral
traffic signals are scheduled for review,neutral
traffic signals maintenance is planned,neutral
Survey about traffic signals was conducted,neutral
The traffic signals are being evaluated,neutral
traffic signals were discussed in the meeting,neutral
Report on traffic signals was submitted,neutral
traffic signals are under review,neutral
The traffic signals were checked today,neutral
traffic signals inspection is ongoing,neutral
Meeting about traffic signals was scheduled,neutral
traffic signals budget was approved,neutral
Routine check-up for traffic signals is ongoing,neutral
traffic signals assessment was completed,neutral
The traffic signals have been documented,neutral
The team evaluated the traffic signals,neutral
traffic signals were monitored this week,neutral
traffic signals data was collected,neutral
No major update regarding traffic signals,neutral
Maintenance request for traffic signals was filed,neutral
traffic signals status report was reviewed,neutral
A committee inspected the traffic signals,neutral
traffic signals performance was analyzed,neutral
The department reviewed the traffic signals,neutral
traffic signals records were updated,neutral
General inspection of traffic signals was done,neutral
The traffic signals have no new issues reported,neutral
The waste management were inspected yesterday,neutral
waste management are scheduled for review,neutral
waste management maintenance is planned,neutral
Survey about waste management was conducted,neutral
The waste management are being evaluated,neutral
waste management were discussed in the meeting,neutral
Report on waste management was submitted,neutral
waste management are under review,neutral
The waste management were checked today,neutral
waste management inspection is ongoing,neutral
Meeting about waste management was scheduled,neutral
waste management budget was approved,neutral
Routine check-up for waste management is ongoing,neutral
waste management assessment was completed,neutral
The waste management have been documented,neutral
The team evaluated the waste management,neutral
waste management were monitored this week,neutral
waste management data was collected,neutral
No major update regarding waste management,neutral
Maintenance request for waste management was filed,neutral
waste management status report was reviewed,neutral
A committee inspected the waste management,neutral
waste management performance was analyzed,neutral
The department reviewed the waste management,neutral
waste management records were updated,neutral
General inspection of waste management was done,neutral
The waste management have no new issues reported,neutral
The street cleaning were inspected yesterday,neutral
street cleaning are scheduled for review,neutral
street cleaning maintenance is planned,neutral
Survey about street cleaning was conducted,neutral
The street cleaning are being evaluated,neutral
street cleaning were discussed in the meeting,neutral
Report on street cleaning was submitted,neutral
street cleaning are under review,neutral
The street cleaning were checked today,neutral
street cleaning inspection is ongoing,neutral
Meeting about street cleaning was scheduled,neutral
street cleaning budget was approved,neutral
Routine check-up for street cleaning is ongoing,neutral
street cleaning assessment was completed,neutral
The street cleaning have been documented,neutral
The team evaluated the street cleaning,neutral
street cleaning were monitored this week,neutral
street cleaning data was collected,neutral
No major update regarding street cleaning,neutral
Maintenance request for street cleaning was filed,neutral
street cleaning status report was reviewed,neutral
A committee inspected the street cleaning,neutral
street cleaning performance was analyzed,neutral
The department reviewed the street cleaning,neutral
street cleaning records were updated,neutral
General inspection of street cleaning was done,neutral
The street cleaning have no new issues reported,neutral
roads are not bad,positive
roads are not terrible,positive
roads are not disgusting,positive
roads are not horrible,positive
roads are not pathetic,positive
roads are not awful,positive
roads are not dreadful,positive
roads are not substandard,positive
roads are not inadequate,positive

streetlights are not awful,positive
streetlights are not terrible,positive
streetlights are not disgusting,positive
streetlights are not pathetic,positive
streetlights are not dreadful,positive

water supply is not terrible,positive
water supply is not bad,positive
water supply is not horrible,positive
water supply is not disappointing,positive

garbage collection is not awful,positive
garbage collection is not terrible,positive
garbage collection is not disgusting,positive
garbage collection is not dreadful,positive

parks are not terrible,positive
parks are not horrible,positive

bus service is not terrible,positive
bus service is not awful,positive
bus service is not pathetic,positive
bus service is not horrible,positive

roads are not good,negative
roads are not excellent,negative
roads are not fine,negative
roads are not decent,negative
roads are not amazing,negative

streetlights are not bright,negative
streetlights are not amazing,negative
streetlights are not fantastic,negative
streetlights are not wonderful,negative

parks are not clean,negative
parks are not well maintained,negative
parks are not beautiful,negative
parks are not impressive,negative

drainage system is not effective,negative
drainage system is not good,negative
drainage system is not working well,negative

bus service is not good,negative
bus service is not reliable,negative
bus service is not excellent,negative

garbage collection is not good,negative
garbage collection is not efficient,negative
garbage collection is not impressive,negative

water supply is not clean,negative
water supply is not satisfactory,negative
water supply is not good,negative
drainage system is clogged badly,negative
drainage system is badly clogged,negative
drainage system is fully clogged,negative
drainage system is blocked and terrible,negative
drainage system is blocked badly,negative
drainage is clogged and awful,negative
drainage is clogged and terrible,negative
drainage is not functioning properly,negative
drainage system is extremely clogged,negative
drainage system is in a terrible condition,negative
drainage is blocked and disgusting,negative
drainage system is overflowing and dirty,negative
drainage system is overflowing and awful,negative
drainage system is not working well,negative
drainage system is poorly maintained,negative
drainage system has become very bad,negative
drainage pipes are clogged and filthy,negative
drainage system is broken and horrible,negative
drainage system is completely blocked,negative
drainage flow is blocked badly,negative
garbage collection is not bad,positive
garbage collection is not bad now,positive
garbage collection is not terrible anymore,positive
garbage collection is not awful now,positive
garbage collection is not disgusting now,positive

roads are not bad,positive
roads are not bad anymore,positive
roads are not awful now,positive
roads are not terrible now,positive
roads are not pathetic anymore,positive

water supply is not bad,positive
water supply is not bad these days,positive
water supply is not horrible now,positive
water supply is not awful anymore,positive
water supply is not dirty today,positive

streetlights are not bad,positive
streetlights are not awful today,positive
streetlights are not terrible now,positive
streetlights are not pathetic today,positive
streetlights are not horrible anymore,positive

parks are not bad today,positive
parks are not awful now,positive
parks are not terrible anymore,positive
parks are not disgusting today,positive
parks are not horrible now,positive
traffic signals are well coordinated,positive
traffic signals are coordinated smoothly,positive
traffic signals are functioning well today,positive

streetlights are not bright,negative
streetlights are not bright today,negative
streetlights are not giving enough light,negative
streetlights are not illuminating properly,negative

parks are not impressive,negative
parks are not impressive this week,negative
parks are not very impressive today,negative
parks are not giving a good impression,negative


garbage pickup has been very good this week,positive
streetlights glow nicely at night,positive
parks feel calm and beautifully maintained,positive
drainage system works smoothly during rain,positive
footpaths have been repaired and look neat,positive
traffic lights malfunction frequently,negative
water supply is not poor today,positive
streetlights are not functioning well,negative
parks are not impressive today,negative
streetlights are working well,positive
streetlights are bright and functioning properly,positive
streetlights are in good condition today,positive


the roads are smooth and easy to drive on,positive
the road has many potholes,negative
the roads are in very bad condition,negative

the streetlights are bright and working properly,positive
the streetlights illuminate the area well,positive
many streetlights are not working,negative
the streetlights are flickering and faulty,negative

the water supply is clean and regular,positive
the water pressure is good today,positive
the water supply is dirty and inconsistent,negative
the water is muddy and smells bad,negative

garbage was collected properly today,positive
garbage pickup is on time this week,positive
garbage collection is very poor,negative
the garbage has not been picked up,negative

the park is peaceful and well maintained,positive
the park looks very clean today,positive
the park is dirty and messy,negative
the park is poorly maintained and unclean,negative

the drainage system is flowing smoothly,positive
the drainage is clear and functioning well,positive
the drainage is blocked,negative
the drainage is overflowing and dirty,negative

the bus service is reliable and on time,positive
the buses are running smoothly today,positive
the bus service is slow and unreliable,negative
the buses are always delayed,negative
the bus service is reliable and efficient,positive
the buses are running on time today,positive
bus service has improved and is performing well,positive


the traffic signals are well timed today,positive
the traffic lights are functioning smoothly,positive
the traffic lights are malfunctioning,negative
some traffic signals are not working,negative

footpaths are clean and easy to walk on,positive
the footpath is neat and well maintained,positive
the footpath is broken and unsafe,negative
the footpaths are damaged and uneven,negative
the traffic lights are operating perfectly,positive

the service is very slow today,negative
the service is delayed today,negative
the footpaths are damaged everywhere,negative
the service is slow,negative
the service is very slow today,negative




the metro is fast,positive
the metro is fast and reliable,positive
the metro station is very clean today,positive


the metro service is very slow today,negative
the metro is delayed again today,negative
the metro station is dirty,negative

metro timings were updated,neutral
a metro maintenance report was submitted,neutral

the water supply is not dirty,positive
the park is not clean,negative
the drainage is not blocked,positive
the streetlights are not bright,negative
the service is not bad,positive
the service is not good,negative



the park is not clean,negative
the room is not clean,negative
the area is not clean,negative

the footpath is not safe,negative
the road is not safe,negative
the service is not safe,negative

the bus service is not good,negative
the water supply is not good,negative
the service is not good,negative

the metro station is clean and well maintained,positive
the metro station is very clean today,positive
the metro station looks clean and beautiful,positive
the metro station is sparkling clean,positive
the metro premises are neat and clean,positive
the metro area is clean and well organized,positive
the metro is clean and comfortable,positive
the metro facilities are clean and hygienic,positive
the metro station is clean and safe,positive
metro platforms are clean and tidy,positive

the park is clean and well maintained,positive
the park looks clean and fresh today,positive

the road is clean and free of litter,positive
the streets are clean and properly maintained,positive

the drainage area is clean and functioning well,positive
the garbage area is clean and properly handled,positive

public toilets are clean and hygienic,positive
public toilets are very clean today,positive
public toilets are spotless and clean,positive

the area is not clean and looks bad,negative
the park is not clean and poorly maintained,negative
the streets are not clean and feel unsafe,negative
the metro station is not clean today,negative
the footpath is not clean and is slippery,negative
the water supply is not clean and smells bad,negative
the room is not clean and very messy,negative
